address_id;address;address2;district;city_id;postal_code;phone;location;last_update
9;53 Idfu Parkway;;Nantou;361;42399;10655648674;[B@6ab778a;25-09-2014
13;613 Korolev Drive;;Masqat;329;45844;380657522649;[B@4e3958e7;25-09-2014
22;320 Brest Avenue;;Kaduna;252;43331;747791594069;[B@77f80c04;25-09-2014
31;217 Botshabelo Place;;Southern Mindanao;138;49521;665356572025;[B@1dac5ef;25-09-2014
41;1440 Fukuyama Loop;;Henan;362;47929;912257250465;[B@5c90e579;25-09-2014
47;1447 Imus Way;;Tahiti;167;48942;539758313890;[B@58ea606c;25-09-2014
55;1135 Izumisano Parkway;;California;171;48150;171822533480;[B@6f45df59;25-09-2014
56;939 Probolinggo Loop;;Galicia;1;4166;680428310138;[B@38e79ae3;25-09-2014
58;1964 Allappuzha (Alleppey) Street;;Yamaguchi;227;48980;920811325222;[B@63070bab;25-09-2014
61;943 Tokat Street;;Vaduz;560;45428;889318963672;[B@68e5eea7;25-09-2014
72;57 Arlington Manor;;Madhya Pradesh;475;48960;990214419142;[B@291b4bf5;25-09-2014
97;832 Nakhon Sawan Manor;;Inner Mongolia;592;49021;275595571388;[B@2d2ffcb7;25-09-2014
106;659 Vaduz Drive;;Ha Darom;34;49708;709935135487;[B@762ef0ea;25-09-2014
128;848 Tafuna Manor;;Ktahya;281;45142;614935229095;[B@31f9b85e;25-09-2014
132;1050 Garden Grove Avenue;;Slaskie;236;4999;973047364353;[B@424e1977;25-09-2014
136;898 Belm Manor;;Free State;87;49757;707169393853;[B@10d68fcd;25-09-2014
138;765 Southampton Drive;;al-Qalyubiya;421;4285;23712411567;[B@117e949d;25-09-2014
159;185 Novi Sad Place;;Bern;72;41778;904253967161;[B@6db9f5a4;25-09-2014
165;97 Shimoga Avenue;;Tel Aviv;533;44660;177167004331;[B@5f8edcc5;25-09-2014
176;29 Pyongyang Loop;;Batman;58;47753;734780743462;[B@7b02881e;25-09-2014
179;431 Xiangtan Avenue;;Kerala;18;4854;230250973122;[B@1ebd319f;25-09-2014
182;1891 Rizhao Boulevard;;So Paulo;456;47288;391065549876;[B@3c0be339;25-09-2014
188;741 Ambattur Manor;;Noord-Brabant;438;43310;302590383819;[B@15ca7889;25-09-2014
194;605 Rio Claro Parkway;;Tabora;513;49348;352469351088;[B@7a675056;25-09-2014
205;68 Molodetno Manor;;Nordrhein-Westfalen;575;4662;146640639760;[B@d21a74c;25-09-2014
213;43 Dadu Avenue;;Rajasthan;74;4855;95666951770;[B@6e509ffa;25-09-2014
222;1168 Najafabad Parkway;;Kabol;251;40301;886649065861;[B@2898ac89;25-09-2014
231;430 Alessandria Loop;;Saarland;439;47446;669828224459;[B@683dbc2c;25-09-2014
235;954 Kimchon Place;;West Bengali;559;42420;541327526474;[B@68267da0;25-09-2014
259;1338 Zalantun Lane;;Minas Gerais;413;45403;840522972766;[B@2638011;25-09-2014
273;1519 Ilorin Place;;Kerala;395;49298;357445645426;[B@6ff29830;25-09-2014
277;85 San Felipe de Puerto Plata Drive;;Shandong;584;46063;170739645687;[B@6a2b953e;25-09-2014
290;1336 Benin City Drive;;Shiga;386;46044;341242939532;[B@313b2ea6;25-09-2014
302;922 Vila Velha Loop;;Maharashtra;9;4085;510737228015;[B@2f465398;25-09-2014
303;898 Jining Lane;;Pohjois-Pohjanmaa;387;40070;161643343536;[B@548e6d58;25-09-2014
310;913 Coacalco de Berriozbal Loop;;Texas;33;42141;262088367001;[B@623a8092;25-09-2014
331;1016 Iwakuni Street;;St George;269;49833;961370847344;[B@a1cdc6d;25-09-2014
339;503 Sogamoso Loop;;Sumqayit;505;49812;834626715837;[B@175b9425;25-09-2014
349;1516 Escobar Drive;;Tongatapu;370;46069;64536069371;[B@3098cf3b;25-09-2014
356;1378 Beira Loop;;Krasnojarsk;597;40792;840957664136;[B@610f7aa;25-09-2014
358;1698 Southport Loop;;Hidalgo;393;49009;754358349853;[B@6a03bcb1;25-09-2014
370;1565 Tangail Manor;;Okinawa;377;45750;634445428822;[B@21b2e768;25-09-2014
382;220 Hidalgo Drive;;Kermanshah;265;45298;342720754566;[B@57250572;25-09-2014
402;616 Hagonoy Avenue;;Krasnojarsk;39;46043;604177838256;[B@5609159b;25-09-2014
417;791 Salinas Street;;Punjab;208;40509;129953030512;[B@2118cddf;25-09-2014
427;1557 Cape Coral Parkway;;Hubei;293;46875;368284120423;[B@17a7f733;25-09-2014
429;1269 Botosani Manor;;Guangdong;468;47394;736517327853;[B@68567e20;25-09-2014
439;1351 Aparecida de Goinia Parkway;;Northern Mindanao;391;41775;959834530529;[B@76ed1b7c;25-09-2014
441;983 Santa F Way;;British Colombia;565;47472;145720452260;[B@11fc564b;25-09-2014
442;1245 Ibirit Way;;La Romana;290;40926;331888642162;[B@394a2528;25-09-2014
447;105 Dzerzinsk Manor;;Inner Mongolia;540;48570;240776414296;[B@6236eb5f;25-09-2014
456;814 Simferopol Loop;;Sinaloa;154;48745;524567129902;[B@7c1e2a9e;25-09-2014
457;535 Ahmadnagar Manor;;Abu Dhabi;3;41136;985109775584;[B@fa36558;25-09-2014
472;1447 Chatsworth Place;;Chihuahua;129;41545;769370126331;[B@672872e1;25-09-2014
479;1854 Okara Boulevard;;Drenthe;158;42123;131912793873;[B@32910148;25-09-2014
482;808 Naala-Porto Parkway;;England;500;41060;553452430707;[B@3f56875e;25-09-2014
494;591 Sungai Petani Drive;;Okayama;376;46400;37247325001;[B@2b4bac49;25-09-2014
511;1152 al-Qatif Lane;;Kalimantan Barat;412;44816;131370665218;[B@fd07cbb;25-09-2014
523;608 Birgunj Parkway;;Taipei;116;400;627425618482;[B@3571b748;25-09-2014
524;680 A Corua (La Corua) Manor;;Sivas;482;49806;158326114853;[B@3e96bacf;25-09-2014
527;1993 0 Loop;;Liaoning;588;41214;25865528181;[B@484970b0;25-09-2014
535;635 Brest Manor;;Andhra Pradesh;75;40899;80593242951;[B@4470f8a6;25-09-2014
541;195 Ilorin Street;;Chari-Baguirmi;363;49250;8912935608;[B@7c83dc97;25-09-2014
563;1059 Yuncheng Avenue;;Vilna;570;47498;107092893983;[B@7748410a;25-09-2014
566;1229 Varanasi (Benares) Manor;;Buenos Aires;43;40195;817740355461;[B@740773a3;25-09-2014
570;415 Pune Avenue;;Shandong;580;44274;203202500108;[B@37f1104d;25-09-2014
